,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Proposition No. 1A,,Proposition No. 1B,,Proposition No. 1C,,Proposition No. 1D,,,Proposition No. 1E,,,Proposition No. 83,,Proposition No. 84,,Proposition No. 85,,Proposition No. 86,,Proposition No. 87,,Proposition No. 88,,Proposition No. 89,,Proposition No. 90,,,,,,,,,,,,,,,,,
San Mateo,"149,342","46,712","129,646","65,876","125,445","70,262","124,622","72,276",,"137,432","56,791",,"129,536","67,505","117,920","76,237","68,694","131,666","117,548","85,274","113,225","88,750","54,781","142,149","62,667","130,978","76,198","116,417",,,,,,,,,,,,,,,,
  Percent,76.2%,23.8%,66.4%,33.6%,64.1%,35.9%,63.3%,36.7%,,70.8%,29.2%,,65.8%,34.2%,60.8%,39.2%,34.2%,65.8%,58.0%,42.0%,56.1%,43.9%,27.8%,72.2%,32.3%,67.7%,39.5%,60.5%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,"83,271","33,618","66,679","50,289","65,212","51,692","64,763","52,824",,"69,246","46,867",,"76,566","42,209","59,161","56,273","49,074","70,594","60,381","60,664","57,194","62,668","29,808","87,828","28,246","87,887","51,305","64,853",,,,,,,,,,,,,,,,
  Percent,71.3%,28.7%,57.1%,42.9%,55.8%,44.2%,55.1%,44.9%,,59.7%,40.3%,,64.5%,35.5%,51.3%,48.7%,41.0%,59.0%,49.8%,50.2%,47.7%,52.3%,25.3%,74.7%,24.3%,75.7%,44.1%,55.9%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,"325,189","94,900","267,397","151,914","253,623","165,352","257,942","161,422",,"279,384","137,351",,"275,675","147,222","245,122","171,015","164,204","260,594","246,010","184,205","223,786","205,164","119,665","302,134","122,729","289,560","169,789","240,736",,,,,,,,,,,,,,,,
  Percent,77.5%,22.5%,63.8%,36.2%,60.6%,39.4%,61.6%,38.4%,,67.1%,32.9%,,65.2%,34.8%,59.0%,41.0%,38.6%,61.4%,57.2%,42.8%,52.2%,47.8%,28.3%,71.7%,29.7%,70.3%,41.3%,58.7%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,"61,952","23,820","49,799","36,071","55,890","30,596","54,538","32,205",,"56,786","29,138",,"49,163","37,904","53,037","32,675","23,302","65,519","49,212","40,083","54,276","34,492","22,961","63,610","33,025","52,405","32,237","53,493",,,,,,,,,,,,,,,,
  Percent,72.3%,27.7%,58.0%,42.0%,64.7%,35.3%,62.9%,37.1%,,66.1%,33.9%,,56.5%,43.5%,61.9%,38.1%,26.2%,73.8%,55.2%,44.8%,61.2%,38.8%,26.5%,73.5%,38.6%,61.4%,37.6%,62.4%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,"41,900","15,116","28,027","29,311","26,445","30,887","23,395","34,023",,"28,911","28,441",,"40,374","17,755","20,268","36,730","31,142","26,785","17,951","40,716","15,562","42,757","8,502","49,288","8,779","48,533","34,139","22,869",,,,,,,,,,,,,,,,
  Percent,73.5%,26.5%,48.8%,51.2%,46.1%,53.9%,40.7%,59.3%,,50.5%,49.5%,,69.5%,30.5%,35.5%,64.5%,53.8%,46.2%,30.5%,69.5%,26.6%,73.4%,14.7%,85.3%,15.3%,84.7%,59.9%,40.1%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,"1,121",432,640,912,678,880,637,911,,727,823,,"1,101",471,447,"1,085",777,779,532,"1,063",451,"1,120",246,"1,329",288,"1,268",901,659,,,,,,,,,,,,,,,,
  Percent,72.2%,27.8%,41.2%,58.8%,43.5%,56.5%,41.1%,58.9%,,46.9%,53.1%,,70.1%,29.9%,29.1%,70.9%,49.9%,50.1%,33.3%,66.7%,28.7%,71.3%,15.6%,84.4%,18.5%,81.5%,57.8%,42.2%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,"11,448","4,591","6,405","9,619","7,262","8,754","6,186","9,899",,"7,182","8,833",,"11,330","4,965","4,774","11,062","7,646","8,546","6,182","10,335","5,405","10,887","2,526","13,675","3,711","12,390","9,329","6,853",,,,,,,,,,,,,,,,
  Percent,71.4%,28.6%,39.9%,60.1%,45.3%,54.7%,38.4%,61.6%,,44.8%,55.2%,,69.6%,30.4%,30.1%,69.9%,47.2%,52.8%,37.4%,62.6%,33.1%,66.9%,15.5%,84.5%,23.0%,77.0%,57.7%,42.3%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,"78,788","22,795","61,841","39,726","60,031","41,400","57,367","44,140",,"66,799","34,522",,"75,440","27,013","52,049","48,242","46,420","55,640","46,552","56,949","42,544","60,040","21,295","80,143","20,691","79,584","46,052","54,290",,,,,,,,,,,,,,,,
  Percent,77.6%,22.4%,60.9%,39.1%,59.2%,40.8%,56.6%,43.4%,,66.0%,34.0%,,73.7%,26.3%,51.9%,48.1%,45.4%,54.6%,44.9%,55.1%,41.4%,58.6%,20.9%,79.1%,20.6%,79.4%,45.8%,54.2%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,"131,784","36,665","103,001","65,308","105,764","63,404","98,230","69,927",,"110,146","57,735",,"95,593","74,027","94,920","72,424","51,425","119,571","94,456","78,243","90,694","81,060","40,264","126,830","50,138","115,392","62,356","103,679",,,,,,,,,,,,,,,,
  Percent,78.3%,21.7%,61.2%,38.8%,62.6%,37.4%,58.5%,41.5%,,65.7%,34.3%,,56.4%,43.6%,56.8%,43.2%,30.0%,70.0%,54.7%,45.3%,52.9%,47.1%,24.0%,76.0%,30.2%,69.8%,37.5%,62.5%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,"75,963","25,516","59,363","41,922","55,488","45,830","53,084","47,916",,"62,625","38,395",,"75,634","27,104","43,646","56,411","59,063","43,172","39,808","63,709","32,641","69,442","18,707","82,676","15,661","84,587","54,889","45,062",,,,,,,,,,,,,,,,
  Percent,74.9%,25.1%,58.7%,41.3%,54.8%,45.2%,52.6%,47.4%,,62.0%,38.0%,,73.7%,26.3%,43.6%,56.4%,57.8%,42.2%,38.4%,61.6%,31.9%,68.1%,18.4%,81.6%,15.6%,84.4%,55.0%,45.0%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,"17,547","5,404","12,554","10,362","11,147","11,707","10,902","12,034",,"16,976","6,198",,"17,764","5,508","9,581","13,151","13,341","9,814","8,018","15,515","5,992","17,304","3,857","19,201","3,164","19,732","12,812","10,082",,,,,,,,,,,,,,,,
  Percent,76.5%,23.5%,54.8%,45.2%,48.7%,51.3%,47.5%,52.5%,,73.3%,26.7%,,76.4%,23.6%,42.1%,57.9%,57.7%,42.3%,34.0%,66.0%,25.7%,74.3%,16.7%,83.3%,13.8%,86.2%,56.0%,44.0%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,"12,722","4,935","8,602","9,082","8,050","9,568","6,904","10,706",,"9,450","8,213",,"12,503","5,378","5,709","11,835","9,742","8,014","4,912","13,084","4,556","13,361","2,447","15,331","2,854","14,838","10,123","7,586",,,,,,,,,,,,,,,,
  Percent,72.1%,27.9%,48.6%,51.4%,45.6%,54.4%,39.2%,60.8%,,53.6%,46.4%,,70.0%,30.0%,32.5%,67.5%,54.9%,45.1%,27.2%,72.8%,25.4%,74.6%,13.7%,86.3%,16.1%,83.9%,57.2%,42.8%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,"3,868","1,827","2,335","3,350","2,677","2,982","2,262","3,397",,"2,596","3,061",,"3,794","2,011","1,782","3,804","2,406","3,287","2,025","3,802","2,098","3,676",913,"4,824","1,487","4,152","3,134","2,540",,,,,,,,,,,,,,,,
  Percent,68.0%,32.0%,41.0%,59.0%,47.3%,52.7%,39.9%,60.1%,,45.8%,54.2%,,65.4%,34.6%,31.9%,68.1%,42.2%,57.8%,34.7%,65.3%,36.3%,63.7%,15.9%,84.1%,26.3%,73.7%,55.3%,44.7%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,"48,206","17,552","36,882","28,819","34,067","32,190","32,890","33,434",,"35,930","29,462",,"49,136","17,701","26,964","38,263","41,460","25,206","21,832","45,633","18,158","48,833","11,454","54,856","9,045","56,912","33,331","32,111",,,,,,,,,,,,,,,,
  Percent,73.4%,26.6%,56.2%,43.8%,51.5%,48.5%,49.5%,50.5%,,55.0%,45.0%,,73.6%,26.4%,41.3%,58.7%,62.2%,37.8%,32.3%,67.7%,27.1%,72.9%,17.2%,82.8%,13.7%,86.3%,51.0%,49.0%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,"15,171","5,284","10,372","10,042","10,119","10,275","9,018","11,346",,"10,976","9,455",,"14,915","5,832","7,693","12,512","10,575","10,169","7,500","13,394","6,776","13,918","3,343","17,078","3,864","16,477","11,061","9,240",,,,,,,,,,,,,,,,
  Percent,74.2%,25.8%,50.9%,49.1%,49.6%,50.4%,44.2%,55.8%,,53.8%,46.2%,,71.9%,28.1%,38.0%,62.0%,51.0%,49.0%,35.8%,64.2%,32.7%,67.3%,16.3%,83.7%,18.9%,81.1%,54.5%,45.5%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,"170,447","46,157","129,137","86,906","112,094","103,119","115,154","100,091",,"130,080","84,096",,"155,847","61,828","109,911","104,066","105,087","113,025","101,056","119,517","91,489","127,998","43,971","172,603","50,694","163,951","103,637","111,120",,,,,,,,,,,,,,,,
  Percent,78.7%,21.3%,59.8%,40.2%,52.1%,47.9%,53.5%,46.5%,,60.8%,39.2%,,71.6%,28.4%,51.4%,48.6%,48.1%,51.9%,45.8%,54.2%,41.6%,58.4%,20.3%,79.7%,23.6%,76.4%,48.2%,51.8%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,"38,388","14,139","32,868","19,730","32,444","20,422","32,886","20,018",,"38,452","14,132",,"33,805","19,283","28,967","23,084","19,823","33,590","27,258","26,657","26,594","26,917","14,763","37,837","15,906","35,962","21,843","29,944",,,,,,,,,,,,,,,,
  Percent,73.1%,26.9%,62.5%,37.5%,61.4%,38.6%,62.2%,37.8%,,73.2%,26.8%,,63.7%,36.3%,55.7%,44.3%,37.1%,62.9%,50.6%,49.4%,49.6%,50.4%,28.0%,72.0%,30.6%,69.4%,42.1%,57.9%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,"10,328","3,494","7,060","6,725","6,601","7,143","6,066","7,682",,"8,907","4,871",,"10,052","3,845","5,358","8,302","7,688","6,158","4,468","9,491","3,661","10,185","2,294","11,489","2,248","11,431","7,597","6,045",,,,,,,,,,,,,,,,
  Percent,74.8%,25.2%,51.3%,48.7%,48.0%,52.0%,44.1%,55.9%,,64.7%,35.3%,,72.4%,27.6%,39.2%,60.8%,55.6%,44.4%,32.0%,68.0%,26.4%,73.6%,16.6%,83.4%,16.4%,83.6%,55.7%,44.3%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Totals,"6,400,587","1,916,925","5,112,142","3,218,657","4,814,850","3,521,055","4,754,868","3,602,055",,"5,305,852","2,962,546",,"5,926,800","2,483,597","4,431,945","3,807,005","3,868,714","4,576,128","4,136,358","4,425,689","3,861,217","4,635,265","1,947,312","6,396,956","2,124,728","6,132,618","3,932,043","4,324,722",,,,,,,,,,,,,,,,
  Percent,77.0%,23.0%,61.4%,38.6%,57.8%,42.2%,56.9%,43.1%,,64.2%,35.8%,,70.5%,29.5%,53.8%,46.2%,45.8%,54.2%,48.3%,51.7%,45.4%,54.6%,23.3%,76.7%,25.7%,74.3%,47.6%,52.4%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
